State,District,total_population,population_male,population_female,Population,Male,Female
Uttar Pradesh,Balrampur,25302925.0,13433369.0,11869556.0,2148665.0,1114721.0,1033944.0
Uttar Pradesh,Banda,25302925.0,13433369.0,11869556.0,1799410.0,965876.0,833534.0
Uttar Pradesh,Barabanki,25302925.0,13433369.0,11869556.0,,,
Uttar Pradesh,Bareilly,25302925.0,13433369.0,11869556.0,4448359.0,2357665.0,2090694.0
Uttar Pradesh,Basti,25302925.0,13433369.0,11869556.0,2464464.0,1255272.0,1209192.0
Uttar Pradesh,Bhadohi,25302925.0,13433369.0,11869556.0,,,
Uttar Pradesh,Bijnor,25302925.0,13433369.0,11869556.0,3682713.0,1921215.0,1761498.0
Uttar Pradesh,Budaun,25302925.0,13433369.0,11869556.0,3681896.0,1967759.0,1714137.0
Uttar Pradesh,Bulandshahr,25302925.0,13433369.0,11869556.0,3499171.0,1845260.0,1653911.0
Uttar Pradesh,Chandauli,25302925.0,13433369.0,11869556.0,1952756.0,1017905.0,934851.0
Uttar Pradesh,Chitrakoot,25302925.0,13433369.0,11869556.0,991730.0,527721.0,464009.0
Uttar Pradesh,Deoria,25302925.0,13433369.0,11869556.0,3100946.0,1537436.0,1563510.0
Uttar Pradesh,Etah,25302925.0,13433369.0,11869556.0,1774480.0,947339.0,827141.0
Uttar Pradesh,Etawah,25302925.0,13433369.0,11869556.0,1581810.0,845856.0,735954.0
Uttar Pradesh,Farrukhabad,25302925.0,13433369.0,11869556.0,1885204.0,1006240.0,878964.0
Uttar Pradesh,Fatehpur,25302925.0,13433369.0,11869556.0,2632733.0,1384722.0,1248011.0
Uttar Pradesh,Firozabad,25302925.0,13433369.0,11869556.0,2498156.0,1332046.0,1166110.0
Uttar Pradesh,Gautam Buddha Nagar,25302925.0,13433369.0,11869556.0,1648115.0,890214.0,757901.0
Uttar Pradesh,Ghaziabad,25302925.0,13433369.0,11869556.0,4681645.0,2488834.0,2192811.0
Uttar Pradesh,Ghazipur,25302925.0,13433369.0,11869556.0,3620268.0,1855075.0,1765193.0
Uttar Pradesh,Gonda,25302925.0,13433369.0,11869556.0,3433919.0,1787146.0,1646773.0
Uttar Pradesh,Gorakhpur,25302925.0,13433369.0,11869556.0,4440895.0,2277777.0,2163118.0
Uttar Pradesh,Hamirpur,25302925.0,13433369.0,11869556.0,454768.0,217070.0,237698.0
Uttar Pradesh,Hamirpur,25302925.0,13433369.0,11869556.0,1104285.0,593537.0,510748.0
Uttar Pradesh,Hapur,25302925.0,13433369.0,11869556.0,,,
Uttar Pradesh,Hardoi,25302925.0,13433369.0,11869556.0,4092845.0,2191442.0,1901403.0
Uttar Pradesh,Hathras,25302925.0,13433369.0,11869556.0,,,
Uttar Pradesh,Jalaun,25302925.0,13433369.0,11869556.0,1689974.0,906092.0,783882.0
Uttar Pradesh,Jaunpur,25302925.0,13433369.0,11869556.0,4494204.0,2220465.0,2273739.0
Uttar Pradesh,Jhansi,25302925.0,13433369.0,11869556.0,1998603.0,1057436.0,941167.0
Uttar Pradesh,Kannauj,25302925.0,13433369.0,11869556.0,1656616.0,881776.0,774840.0
Uttar Pradesh,Kanpur Dehat,25302925.0,13433369.0,11869556.0,1796184.0,963255.0,832929.0
Uttar Pradesh,Kanpur Nagar,25302925.0,13433369.0,11869556.0,4581268.0,2459806.0,2121462.0
Uttar Pradesh,Kasganj,25302925.0,13433369.0,11869556.0,,,
Uttar Pradesh,Kaushambi,25302925.0,13433369.0,11869556.0,1599596.0,838485.0,761111.0
Uttar Pradesh,Kushinagar,25302925.0,13433369.0,11869556.0,3564544.0,1818055.0,1746489.0
Uttar Pradesh,Lakhimpur Kheri,25302925.0,13433369.0,11869556.0,,,
Uttar Pradesh,Lalitpur,25302925.0,13433369.0,11869556.0,1221592.0,641011.0,580581.0
Uttar Pradesh,Lucknow,25302925.0,13433369.0,11869556.0,4589838.0,2394476.0,2195362.0
Uttar Pradesh,Maharajganj,25302925.0,13433369.0,11869556.0,,,
Uttar Pradesh,Mahoba,25302925.0,13433369.0,11869556.0,875958.0,466358.0,409600.0
Uttar Pradesh,Mainpuri,25302925.0,13433369.0,11869556.0,1868529.0,993377.0,875152.0
Uttar Pradesh,Mathura,25302925.0,13433369.0,11869556.0,2547184.0,1367125.0,1180059.0
Uttar Pradesh,Mau,25302925.0,13433369.0,11869556.0,2205968.0,1114709.0,1091259.0
Uttar Pradesh,Meerut,25302925.0,13433369.0,11869556.0,3443689.0,1825743.0,1617946.0
Uttar Pradesh,Mirzapur,25302925.0,13433369.0,11869556.0,2496970.0,1312302.0,1184668.0
Uttar Pradesh,Moradabad,25302925.0,13433369.0,11869556.0,4772006.0,2503186.0,2268820.0
Uttar Pradesh,Muzaffarnagar,25302925.0,13433369.0,11869556.0,4143512.0,2193434.0,1950078.0
Uttar Pradesh,Pilibhit,25302925.0,13433369.0,11869556.0,2031007.0,1072002.0,959005.0
Uttar Pradesh,Pratapgarh,25302925.0,13433369.0,11869556.0,867848.0,437744.0,430104.0
Uttar Pradesh,Pratapgarh,25302925.0,13433369.0,11869556.0,3209141.0,1606085.0,1603056.0
Uttar Pradesh,Prayagraj,25302925.0,13433369.0,11869556.0,,,
Uttar Pradesh,Raebareli,25302925.0,13433369.0,11869556.0,,,
Uttar Pradesh,Rampur,25302925.0,13433369.0,11869556.0,2335819.0,1223889.0,1111930.0
Uttar Pradesh,Saharanpur,25302925.0,13433369.0,11869556.0,3466382.0,1834106.0,1632276.0
Uttar Pradesh,Sambhal,25302925.0,13433369.0,11869556.0,,,
Uttar Pradesh,Sant Kabir Nagar,25302925.0,13433369.0,11869556.0,1715183.0,869656.0,845527.0
Uttar Pradesh,Shahjahanpur,25302925.0,13433369.0,11869556.0,3006538.0,1606403.0,1400135.0
Uttar Pradesh,Shamli,25302925.0,13433369.0,11869556.0,,,
Uttar Pradesh,Shravasti,25302925.0,13433369.0,11869556.0,,,
Uttar Pradesh,Siddharthnagar,25302925.0,13433369.0,11869556.0,2559297.0,1295095.0,1264202.0
Uttar Pradesh,Sitapur,25302925.0,13433369.0,11869556.0,4483992.0,2375264.0,2108728.0
Uttar Pradesh,Sonbhadra,25302925.0,13433369.0,11869556.0,1862559.0,971344.0,891215.0
Uttar Pradesh,Sultanpur,25302925.0,13433369.0,11869556.0,3797117.0,1914586.0,1882531.0
Uttar Pradesh,Unnao,25302925.0,13433369.0,11869556.0,3108367.0,1630087.0,1478280.0
Uttar Pradesh,Varanasi,25302925.0,13433369.0,11869556.0,3676841.0,1921857.0,1754984.0
Uttarakhand,Almora,1340397.0,706939.0,633458.0,622506.0,291081.0,331425.0
Uttarakhand,Bageshwar,1340397.0,706939.0,633458.0,259898.0,124326.0,135572.0
Uttarakhand,Chamoli,1340397.0,706939.0,633458.0,391605.0,193991.0,197614.0
Uttarakhand,Champawat,1340397.0,706939.0,633458.0,259648.0,131125.0,128523.0
Uttarakhand,Dehradun,1340397.0,706939.0,633458.0,1696694.0,892199.0,804495.0
Uttarakhand,Haridwar,1340397.0,706939.0,633458.0,,,
Uttarakhand,Nainital,1340397.0,706939.0,633458.0,954605.0,493666.0,460939.0
Uttarakhand,Pauri,1340397.0,706939.0,633458.0,,,
Uttarakhand,Pithoragarh,1340397.0,706939.0,633458.0,483439.0,239306.0,244133.0
Uttarakhand,Rudraprayag,1340397.0,706939.0,633458.0,242285.0,114589.0,127696.0
Uttarakhand,Tehri,1340397.0,706939.0,633458.0,,,
Uttarakhand,Udham Singh Nagar,1340397.0,706939.0,633458.0,1648902.0,858783.0,790119.0
Uttarakhand,Uttarkashi,1340397.0,706939.0,633458.0,330086.0,168597.0,161489.0
West Bengal,Alipurduar,18063509.0,9357777.0,8705732.0,,,
West Bengal,Bankura,18063509.0,9357777.0,8705732.0,3596674.0,1838095.0,1758579.0
West Bengal,Birbhum,18063509.0,9357777.0,8705732.0,3502404.0,1790920.0,1711484.0
West Bengal,Cooch Behar,18063509.0,9357777.0,8705732.0,,,
West Bengal,Dakshin Dinajpur,18063509.0,9357777.0,8705732.0,1676276.0,857199.0,819077.0
West Bengal,Darjeeling,18063509.0,9357777.0,8705732.0,,,
West Bengal,Hooghly,18063509.0,9357777.0,8705732.0,,,
West Bengal,Howrah,18063509.0,9357777.0,8705732.0,,,
West Bengal,Jalpaiguri,18063509.0,9357777.0,8705732.0,3872846.0,1983064.0,1889782.0
West Bengal,Jhargram,18063509.0,9357777.0,8705732.0,,,
West Bengal,Kalimpong,18063509.0,9357777.0,8705732.0,,,
West Bengal,Kolkata,18063509.0,9357777.0,8705732.0,4496694.0,2356766.0,2139928.0
West Bengal,Malda,18063509.0,9357777.0,8705732.0,,,
West Bengal,Murshidabad,18063509.0,9357777.0,8705732.0,7103807.0,3627564.0,3476243.0
West Bengal,Nadia,18063509.0,9357777.0,8705732.0,5167600.0,2653768.0,2513832.0
West Bengal,North 24 Parganas,18063509.0,9357777.0,8705732.0,,,
West Bengal,Paschim Bardhaman,18063509.0,9357777.0,8705732.0,,,
West Bengal,Paschim Medinipur,18063509.0,9357777.0,8705732.0,5913457.0,3007885.0,2905572.0
West Bengal,Purba Bardhaman,18063509.0,9357777.0,8705732.0,,,
West Bengal,Purba Medinipur,18063509.0,9357777.0,8705732.0,5095875.0,2629834.0,2466041.0
West Bengal,Purulia,18063509.0,9357777.0,8705732.0,,,
West Bengal,South 24 Parganas,18063509.0,9357777.0,8705732.0,,,
West Bengal,Uttar Dinajpur,18063509.0,9357777.0,8705732.0,3007134.0,1551066.0,1456068.0
