State,District,total_population,population_male,population_female,Population,Male,Female
Andaman Nicobar,Nicobar,,,,,,
Andaman Nicobar,North Middle Andaman,,,,,,
Andaman Nicobar,South Andaman,,,,238142.0,127283.0,110859.0
Andhra Pradesh,Alluri Sitarama Raju,18171615.0,9192368.0,8979247.0,,,
Andhra Pradesh,Anakapalli,18171615.0,9192368.0,8979247.0,,,
Andhra Pradesh,Anantapur,18171615.0,9192368.0,8979247.0,4081148.0,2064495.0,2016653.0
Andhra Pradesh,Annamaya,18171615.0,9192368.0,8979247.0,,,
Andhra Pradesh,Bapatla,18171615.0,9192368.0,8979247.0,,,
Andhra Pradesh,Chittoor,18171615.0,9192368.0,8979247.0,4174064.0,2090204.0,2083860.0
Andhra Pradesh,East Godavari,18171615.0,9192368.0,8979247.0,5154296.0,2569688.0,2584608.0
Andhra Pradesh,Eluru,18171615.0,9192368.0,8979247.0,,,
Andhra Pradesh,Guntur,18171615.0,9192368.0,8979247.0,4887813.0,2440521.0,2447292.0
Andhra Pradesh,Kadapa,18171615.0,9192368.0,8979247.0,,,
Andhra Pradesh,Kakinada,18171615.0,9192368.0,8979247.0,,,
Andhra Pradesh,Konaseema,18171615.0,9192368.0,8979247.0,,,
Andhra Pradesh,Krishna,18171615.0,9192368.0,8979247.0,4517398.0,2267375.0,2250023.0
Andhra Pradesh,Kurnool,18171615.0,9192368.0,8979247.0,4053463.0,2039227.0,2014236.0
Andhra Pradesh,Manyam,18171615.0,9192368.0,8979247.0,,,
Andhra Pradesh,N T Rama Rao,18171615.0,9192368.0,8979247.0,,,
Andhra Pradesh,Nandyal,18171615.0,9192368.0,8979247.0,,,
Andhra Pradesh,Nellore,18171615.0,9192368.0,8979247.0,,,
Andhra Pradesh,Palnadu,18171615.0,9192368.0,8979247.0,,,
Andhra Pradesh,Prakasam,18171615.0,9192368.0,8979247.0,3397448.0,1714764.0,1682684.0
Andhra Pradesh,Sri Balaji,18171615.0,9192368.0,8979247.0,,,
Andhra Pradesh,Sri Satya Sai,18171615.0,9192368.0,8979247.0,,,
Andhra Pradesh,Srikakulam,18171615.0,9192368.0,8979247.0,2703114.0,1341738.0,1361376.0
Andhra Pradesh,Visakhapatnam,18171615.0,9192368.0,8979247.0,4290589.0,2138910.0,2151679.0
Andhra Pradesh,Vizianagaram,18171615.0,9192368.0,8979247.0,2344474.0,1161477.0,1182997.0
Andhra Pradesh,West Godavari,18171615.0,9192368.0,8979247.0,3936966.0,1964918.0,1972048.0
Arunachal Pradesh,Anjaw,1579000.0,771000.0,808000.0,21167.0,11507.0,9660.0
Arunachal Pradesh,Bichom,1579000.0,771000.0,808000.0,,,
Arunachal Pradesh,Changlang,1579000.0,771000.0,808000.0,148226.0,76948.0,71278.0
Arunachal Pradesh,Dibang Valley,1579000.0,771000.0,808000.0,8004.0,4414.0,3590.0
Arunachal Pradesh,East Kameng,1579000.0,771000.0,808000.0,78690.0,38775.0,39915.0
Arunachal Pradesh,East Siang,1579000.0,771000.0,808000.0,99214.0,50116.0,49098.0
Arunachal Pradesh,Kamle,1579000.0,771000.0,808000.0,,,
Arunachal Pradesh,Keyi Panyor,1579000.0,771000.0,808000.0,,,
Arunachal Pradesh,Kra Daadi,1579000.0,771000.0,808000.0,,,
Arunachal Pradesh,Kurung Kumey,1579000.0,771000.0,808000.0,92076.0,45318.0,46758.0
Arunachal Pradesh,Lepa Rada,1579000.0,771000.0,808000.0,,,
Arunachal Pradesh,Lohit,1579000.0,771000.0,808000.0,145726.0,76221.0,69505.0
Arunachal Pradesh,Longding,1579000.0,771000.0,808000.0,,,
Arunachal Pradesh,Lower Dibang Valley,1579000.0,771000.0,808000.0,54080.0,28053.0,26027.0
Arunachal Pradesh,Lower Siang,1579000.0,771000.0,808000.0,,,
Arunachal Pradesh,Lower Subansiri,1579000.0,771000.0,808000.0,83030.0,41843.0,41187.0
Arunachal Pradesh,Namsai,1579000.0,771000.0,808000.0,,,
Arunachal Pradesh,Pakke Kessang,1579000.0,771000.0,808000.0,,,
Arunachal Pradesh,Papum Pare,1579000.0,771000.0,808000.0,176573.0,89182.0,87391.0
Arunachal Pradesh,Shi Yomi,1579000.0,771000.0,808000.0,,,
Arunachal Pradesh,Siang,1579000.0,771000.0,808000.0,,,
Arunachal Pradesh,Tawang,1579000.0,771000.0,808000.0,49977.0,29151.0,20826.0
Arunachal Pradesh,Tirap,1579000.0,771000.0,808000.0,111975.0,57604.0,54371.0
Arunachal Pradesh,Upper Siang,1579000.0,771000.0,808000.0,35320.0,18699.0,16621.0
Arunachal Pradesh,Upper Subansiri,1579000.0,771000.0,808000.0,83448.0,41758.0,41690.0
Arunachal Pradesh,West Kameng,1579000.0,771000.0,808000.0,83947.0,46155.0,37792.0
Arunachal Pradesh,West Siang,1579000.0,771000.0,808000.0,112274.0,58168.0,54106.0
Assam,Bajali,1391154.0,720132.0,671022.0,,,
Assam,Baksa,1391154.0,720132.0,671022.0,950075.0,481330.0,468745.0
Assam,Barpeta,1391154.0,720132.0,671022.0,1693622.0,867004.0,826618.0
Assam,Biswanath,1391154.0,720132.0,671022.0,,,
Assam,Bongaigaon,1391154.0,720132.0,671022.0,738804.0,375818.0,362986.0
Assam,Cachar,1391154.0,720132.0,671022.0,1736617.0,886284.0,850333.0
Assam,Charaideo,1391154.0,720132.0,671022.0,,,
Assam,Chirang,1391154.0,720132.0,671022.0,482162.0,244860.0,237302.0
Assam,Darrang,1391154.0,720132.0,671022.0,928500.0,475273.0,453227.0
Assam,Dhemaji,1391154.0,720132.0,671022.0,686133.0,351249.0,334884.0
Assam,Dhubri,1391154.0,720132.0,671022.0,1949258.0,997848.0,951410.0
Assam,Dibrugarh,1391154.0,720132.0,671022.0,1326335.0,676434.0,649901.0
Assam,Dima Hasao,1391154.0,720132.0,671022.0,214102.0,110802.0,103300.0
Assam,Goalpara,1391154.0,720132.0,671022.0,1008183.0,513292.0,494891.0
Assam,Golaghat,1391154.0,720132.0,671022.0,1066888.0,543161.0,523727.0
Assam,Hailakandi,1391154.0,720132.0,671022.0,659296.0,337890.0,321406.0
Assam,Hojai,1391154.0,720132.0,671022.0,,,
Assam,Jorhat,1391154.0,720132.0,671022.0,1092256.0,556805.0,535451.0
Assam,Kamrup Metropolitan,1391154.0,720132.0,671022.0,1253938.0,647585.0,606353.0
Assam,Kamrup Rural,1391154.0,720132.0,671022.0,,,
Assam,Karbi Anglong,1391154.0,720132.0,671022.0,956313.0,490167.0,466146.0
Assam,Karimganj,1391154.0,720132.0,671022.0,1228686.0,625864.0,602822.0
Assam,Kokrajhar,1391154.0,720132.0,671022.0,887142.0,452905.0,434237.0
Assam,Lakhimpur,1391154.0,720132.0,671022.0,1042137.0,529674.0,512463.0
Assam,Majuli,1391154.0,720132.0,671022.0,,,
Assam,Morigaon,1391154.0,720132.0,671022.0,957423.0,486651.0,470772.0
Assam,Nagaon,1391154.0,720132.0,671022.0,2823768.0,1439112.0,1384656.0
Assam,Nalbari,1391154.0,720132.0,671022.0,771639.0,396006.0,375633.0
Assam,Sivasagar,1391154.0,720132.0,671022.0,1151050.0,589216.0,561834.0
Assam,Sonitpur,1391154.0,720132.0,671022.0,1924110.0,983904.0,940206.0
Assam,South Salmara-Mankachar,1391154.0,720132.0,671022.0,,,
Assam,Tamulpur,1391154.0,720132.0,671022.0,,,
Assam,Tinsukia,1391154.0,720132.0,671022.0,1327929.0,680231.0,647698.0
Assam,Udalguri,1391154.0,720132.0,671022.0,831668.0,421617.0,410051.0
Assam,West Karbi Anglong,1391154.0,720132.0,671022.0,,,
Bihar,Araria,6714516.0,3558722.0,3155794.0,2811569.0,1463333.0,1348236.0
Bihar,Arwal,6714516.0,3558722.0,3155794.0,700843.0,363497.0,337346.0
Bihar,Aurangabad,6714516.0,3558722.0,3155794.0,2540073.0,1318684.0,1221389.0
Bihar,Aurangabad,6714516.0,3558722.0,3155794.0,3701282.0,1924469.0,1776813.0
Bihar,Banka,6714516.0,3558722.0,3155794.0,2034763.0,1067140.0,967623.0
Bihar,Begusarai,6714516.0,3558722.0,3155794.0,2970541.0,1567660.0,1402881.0
Bihar,Bhagalpur,6714516.0,3558722.0,3155794.0,3037766.0,1615663.0,1422103.0
Bihar,Bhojpur,6714516.0,3558722.0,3155794.0,2728407.0,1430380.0,1298027.0
Bihar,Buxar,6714516.0,3558722.0,3155794.0,1706352.0,887977.0,818375.0
Bihar,Darbhanga,6714516.0,3558722.0,3155794.0,3937385.0,2059949.0,1877436.0
Bihar,East Champaran,6714516.0,3558722.0,3155794.0,,,
Bihar,Gaya,6714516.0,3558722.0,3155794.0,4391418.0,2266566.0,2124852.0
Bihar,Gopalganj,6714516.0,3558722.0,3155794.0,2562012.0,1267666.0,1294346.0
Bihar,Jamui,6714516.0,3558722.0,3155794.0,1760405.0,916064.0,844341.0
Bihar,Jehanabad,6714516.0,3558722.0,3155794.0,1125313.0,585582.0,539731.0
Bihar,Kaimur,6714516.0,3558722.0,3155794.0,,,
Bihar,Katihar,6714516.0,3558722.0,3155794.0,3071029.0,1600430.0,1470599.0
Bihar,Khagaria,6714516.0,3558722.0,3155794.0,1666886.0,883786.0,783100.0
Bihar,Kishanganj,6714516.0,3558722.0,3155794.0,1690400.0,866970.0,823430.0
Bihar,Lakhisarai,6714516.0,3558722.0,3155794.0,1000912.0,526345.0,474567.0
Bihar,Madhepura,6714516.0,3558722.0,3155794.0,2001762.0,1047559.0,954203.0
Bihar,Madhubani,6714516.0,3558722.0,3155794.0,4487379.0,2329313.0,2158066.0
Bihar,Munger,6714516.0,3558722.0,3155794.0,1367765.0,729041.0,638724.0
Bihar,Muzaffarpur,6714516.0,3558722.0,3155794.0,4801062.0,2527497.0,2273565.0
Bihar,Nalanda,6714516.0,3558722.0,3155794.0,2877653.0,1497060.0,1380593.0
Bihar,Nawada,6714516.0,3558722.0,3155794.0,2219146.0,1144668.0,1074478.0
Bihar,Patna,6714516.0,3558722.0,3155794.0,5838465.0,3078512.0,2759953.0
Bihar,Purnia,6714516.0,3558722.0,3155794.0,3264619.0,1699370.0,1565249.0
Bihar,Rohtas,6714516.0,3558722.0,3155794.0,2959918.0,1543546.0,1416372.0
Bihar,Saharsa,6714516.0,3558722.0,3155794.0,1900661.0,997174.0,903487.0
Bihar,Samastipur,6714516.0,3558722.0,3155794.0,4261566.0,2230003.0,2031563.0
Bihar,Saran,6714516.0,3558722.0,3155794.0,3951862.0,2022821.0,1929041.0
Bihar,Sheikhpura,6714516.0,3558722.0,3155794.0,636342.0,329743.0,306599.0
Bihar,Sheohar,6714516.0,3558722.0,3155794.0,656246.0,346673.0,309573.0
Bihar,Sitamarhi,6714516.0,3558722.0,3155794.0,3423574.0,1803252.0,1620322.0
Bihar,Siwan,6714516.0,3558722.0,3155794.0,3330464.0,1675090.0,1655374.0
Bihar,Supaul,6714516.0,3558722.0,3155794.0,2229076.0,1155283.0,1073793.0
Bihar,Vaishali,6714516.0,3558722.0,3155794.0,3495021.0,1844535.0,1650486.0
Bihar,West Champaran,6714516.0,3558722.0,3155794.0,,,
Chandigarh,Chandigarh,960787.0,525226.0,435561.0,1055450.0,580663.0,474787.0
Chhattisgarh,Balod,3137918.0,1612019.0,1525899.0,,,
Chhattisgarh,Baloda Bazar,3137918.0,1612019.0,1525899.0,,,
Chhattisgarh,Balrampur,3137918.0,1612019.0,1525899.0,2148665.0,1114721.0,1033944.0
Chhattisgarh,Bastar,3137918.0,1612019.0,1525899.0,1413199.0,698487.0,714712.0
Chhattisgarh,Bemetara,3137918.0,1612019.0,1525899.0,,,
Chhattisgarh,Bijapur,3137918.0,1612019.0,1525899.0,255230.0,128663.0,126567.0
Chhattisgarh,Bijapur,3137918.0,1612019.0,1525899.0,2177331.0,1111022.0,1066309.0
Chhattisgarh,Bilaspur,3137918.0,1612019.0,1525899.0,381956.0,192764.0,189192.0
Chhattisgarh,Bilaspur,3137918.0,1612019.0,1525899.0,2663629.0,1351574.0,1312055.0
Chhattisgarh,Dantewada,3137918.0,1612019.0,1525899.0,,,
Chhattisgarh,Dhamtari,3137918.0,1612019.0,1525899.0,799781.0,397897.0,401884.0
Chhattisgarh,Durg,3137918.0,1612019.0,1525899.0,3343872.0,1682101.0,1661771.0
Chhattisgarh,Gariaband,3137918.0,1612019.0,1525899.0,,,
Chhattisgarh,Gaurela Pendra Marwahi,3137918.0,1612019.0,1525899.0,,,
Chhattisgarh,Janjgir Champa,3137918.0,1612019.0,1525899.0,,,
Chhattisgarh,Jashpur,3137918.0,1612019.0,1525899.0,851669.0,424747.0,426922.0
Chhattisgarh,Kabirdham,3137918.0,1612019.0,1525899.0,,,
Chhattisgarh,Kanker,3137918.0,1612019.0,1525899.0,,,
Chhattisgarh,Khairagarh,3137918.0,1612019.0,1525899.0,,,
Chhattisgarh,Kondagaon,3137918.0,1612019.0,1525899.0,,,
Chhattisgarh,Korba,3137918.0,1612019.0,1525899.0,1206640.0,612915.0,593725.0
Chhattisgarh,Koriya,3137918.0,1612019.0,1525899.0,658917.0,334737.0,324180.0
Chhattisgarh,Mahasamund,3137918.0,1612019.0,1525899.0,1032754.0,511967.0,520787.0
Chhattisgarh,Manendragarh,3137918.0,1612019.0,1525899.0,,,
Chhattisgarh,Mohla Manpur,3137918.0,1612019.0,1525899.0,,,
Chhattisgarh,Mungeli,3137918.0,1612019.0,1525899.0,,,
Chhattisgarh,Narayanpur,3137918.0,1612019.0,1525899.0,139820.0,70104.0,69716.0
Chhattisgarh,Raigarh,3137918.0,1612019.0,1525899.0,1493984.0,750278.0,743706.0
Chhattisgarh,Raigarh,3137918.0,1612019.0,1525899.0,2634200.0,1344345.0,1289855.0
Chhattisgarh,Raipur,3137918.0,1612019.0,1525899.0,4063872.0,2048186.0,2015686.0
Chhattisgarh,Rajnandgaon,3137918.0,1612019.0,1525899.0,1537133.0,762855.0,774278.0
Chhattisgarh,Sakti,3137918.0,1612019.0,1525899.0,,,
Chhattisgarh,Sarangarh Bilaigarh,3137918.0,1612019.0,1525899.0,,,
Chhattisgarh,Sukma,3137918.0,1612019.0,1525899.0,,,
Chhattisgarh,Surajpur,3137918.0,1612019.0,1525899.0,,,
Chhattisgarh,Surguja,3137918.0,1612019.0,1525899.0,2359886.0,1193129.0,1166757.0
Dadra Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,,,,343709.0,193760.0,149949.0
Dadra Nagar Haveli and Daman and Diu,Daman,,,,191173.0,124659.0,66514.0
Dadra Nagar Haveli and Daman and Diu,Diu,,,,52074.0,25642.0,26432.0
Delhi,Central Delhi,13481997.0,7201322.0,6280675.0,,,
Delhi,East Delhi,13481997.0,7201322.0,6280675.0,,,
Delhi,New Delhi,13481997.0,7201322.0,6280675.0,142004.0,77942.0,64062.0
Delhi,North Delhi,13481997.0,7201322.0,6280675.0,,,
Delhi,North East Delhi,13481997.0,7201322.0,6280675.0,,,
Delhi,North West Delhi,13481997.0,7201322.0,6280675.0,,,
Delhi,Shahdara,13481997.0,7201322.0,6280675.0,,,
Delhi,South Delhi,13481997.0,7201322.0,6280675.0,,,
Delhi,South East Delhi,13481997.0,7201322.0,6280675.0,,,
Delhi,South West Delhi,13481997.0,7201322.0,6280675.0,,,
Delhi,West Delhi,13481997.0,7201322.0,6280675.0,,,
Goa,North Goa,1458545.0,739140.0,719405.0,818008.0,416677.0,401331.0
Goa,South Goa,1458545.0,739140.0,719405.0,640537.0,322463.0,318074.0
Gujarat,Ahmedabad,17835049.0,9541688.0,8293361.0,,,
Gujarat,Amreli,17835049.0,9541688.0,8293361.0,1514190.0,771049.0,743141.0
Gujarat,Anand,17835049.0,9541688.0,8293361.0,2092745.0,1087224.0,1005521.0
Gujarat,Aravalli,17835049.0,9541688.0,8293361.0,,,
Gujarat,Banaskantha,17835049.0,9541688.0,8293361.0,,,
Gujarat,Bharuch,17835049.0,9541688.0,8293361.0,1551019.0,805707.0,745312.0
Gujarat,Bhavnagar,17835049.0,9541688.0,8293361.0,2880365.0,1490201.0,1390164.0
Gujarat,Botad,17835049.0,9541688.0,8293361.0,,,
Gujarat,Chhota Udaipur,17835049.0,9541688.0,8293361.0,,,
Gujarat,Dahod,17835049.0,9541688.0,8293361.0,,,
Gujarat,Dang,17835049.0,9541688.0,8293361.0,,,
Gujarat,Devbhoomi Dwarka,17835049.0,9541688.0,8293361.0,,,
Gujarat,Gandhinagar,17835049.0,9541688.0,8293361.0,1391753.0,723864.0,667889.0
Gujarat,Gir Somnath,17835049.0,9541688.0,8293361.0,,,
Gujarat,Jamnagar,17835049.0,9541688.0,8293361.0,2160119.0,1114192.0,1045927.0
Gujarat,Junagadh,17835049.0,9541688.0,8293361.0,2743082.0,1404356.0,1338726.0
Gujarat,Kheda,17835049.0,9541688.0,8293361.0,2299885.0,1185727.0,1114158.0
Gujarat,Kutch,17835049.0,9541688.0,8293361.0,,,
Gujarat,Mahisagar,17835049.0,9541688.0,8293361.0,,,
Gujarat,Mehsana,17835049.0,9541688.0,8293361.0,,,
Gujarat,Morbi,17835049.0,9541688.0,8293361.0,,,
Gujarat,Narmada,17835049.0,9541688.0,8293361.0,590297.0,301086.0,289211.0
Gujarat,Navsari,17835049.0,9541688.0,8293361.0,1329672.0,678165.0,651507.0
Gujarat,Panchmahal,17835049.0,9541688.0,8293361.0,,,
Gujarat,Patan,17835049.0,9541688.0,8293361.0,1343734.0,694397.0,649337.0
Gujarat,Porbandar,17835049.0,9541688.0,8293361.0,585449.0,300209.0,285240.0
Gujarat,Rajkot,17835049.0,9541688.0,8293361.0,3804558.0,1974445.0,1830113.0
Gujarat,Sabarkantha,17835049.0,9541688.0,8293361.0,,,
Gujarat,Surat,17835049.0,9541688.0,8293361.0,6081322.0,3402224.0,2679098.0
Gujarat,Surendranagar,17835049.0,9541688.0,8293361.0,1756268.0,909917.0,846351.0
Gujarat,Tapi,17835049.0,9541688.0,8293361.0,807022.0,402188.0,404834.0
Gujarat,Vadodara,17835049.0,9541688.0,8293361.0,4165626.0,2153736.0,2011890.0
Gujarat,Valsad,17835049.0,9541688.0,8293361.0,1705678.0,887222.0,818456.0
Haryana,Ambala,5952223.0,3181968.0,2770255.0,1128350.0,598703.0,529647.0
Haryana,Bhiwani,5952223.0,3181968.0,2770255.0,1634445.0,866672.0,767773.0
Haryana,Charkhi Dadri,5952223.0,3181968.0,2770255.0,,,
Haryana,Faridabad,5952223.0,3181968.0,2770255.0,1809733.0,966110.0,843623.0
Haryana,Fatehabad,5952223.0,3181968.0,2770255.0,942011.0,495360.0,446651.0
Haryana,Gurugram,5952223.0,3181968.0,2770255.0,,,
Haryana,Hisar,5952223.0,3181968.0,2770255.0,1743931.0,931562.0,812369.0
Haryana,Jhajjar,5952223.0,3181968.0,2770255.0,958405.0,514667.0,443738.0
Haryana,Jind,5952223.0,3181968.0,2770255.0,1334152.0,713006.0,621146.0
Haryana,Kaithal,5952223.0,3181968.0,2770255.0,1074304.0,571003.0,503301.0
Haryana,Karnal,5952223.0,3181968.0,2770255.0,1505324.0,797712.0,707612.0
Haryana,Kurukshetra,5952223.0,3181968.0,2770255.0,964655.0,510976.0,453679.0
Haryana,Mahendragarh,5952223.0,3181968.0,2770255.0,922088.0,486665.0,435423.0
Haryana,Nuh,5952223.0,3181968.0,2770255.0,,,
Haryana,Palwal,5952223.0,3181968.0,2770255.0,1042708.0,554497.0,488211.0
Haryana,Panchkula,5952223.0,3181968.0,2770255.0,561293.0,299679.0,261614.0
Haryana,Panipat,5952223.0,3181968.0,2770255.0,1205437.0,646857.0,558580.0
Haryana,Rewari,5952223.0,3181968.0,2770255.0,900332.0,474335.0,425997.0
Haryana,Rohtak,5952223.0,3181968.0,2770255.0,1061204.0,568479.0,492725.0
Haryana,Sirsa,5952223.0,3181968.0,2770255.0,1295189.0,682582.0,612607.0
Haryana,Sonipat,5952223.0,3181968.0,2770255.0,1450001.0,781299.0,668702.0
Haryana,Yamunanagar,5952223.0,3181968.0,2770255.0,1214205.0,646718.0,567487.0
Himachal Pradesh,Bilaspur,169758.0,93364.0,76394.0,381956.0,192764.0,189192.0
Himachal Pradesh,Bilaspur,169758.0,93364.0,76394.0,2663629.0,1351574.0,1312055.0
Himachal Pradesh,Chamba,169758.0,93364.0,76394.0,519080.0,261320.0,257760.0
Himachal Pradesh,Hamirpur,169758.0,93364.0,76394.0,454768.0,217070.0,237698.0
Himachal Pradesh,Hamirpur,169758.0,93364.0,76394.0,1104285.0,593537.0,510748.0
Himachal Pradesh,Kangra,169758.0,93364.0,76394.0,1510075.0,750591.0,759484.0
Himachal Pradesh,Kinnaur,169758.0,93364.0,76394.0,84121.0,46249.0,37872.0
Himachal Pradesh,Kullu,169758.0,93364.0,76394.0,437903.0,225452.0,212451.0
Himachal Pradesh,Lahaul Spiti,169758.0,93364.0,76394.0,,,
Himachal Pradesh,Mandi,169758.0,93364.0,76394.0,999777.0,498065.0,501712.0
Himachal Pradesh,Shimla,169758.0,93364.0,76394.0,814010.0,425039.0,388971.0
Himachal Pradesh,Sirmaur,169758.0,93364.0,76394.0,529855.0,276289.0,253566.0
Himachal Pradesh,Solan,169758.0,93364.0,76394.0,580320.0,308754.0,271566.0
Himachal Pradesh,Una,169758.0,93364.0,76394.0,521173.0,263692.0,257481.0
Jammu Kashmir,Anantnag,,,,1078692.0,559767.0,518925.0
Jammu Kashmir,Bandipora,,,,,,
Jammu Kashmir,Baramulla,,,,,,
Jammu Kashmir,Budgam,,,,,,
Jammu Kashmir,Doda,,,,409936.0,213641.0,196295.0
Jammu Kashmir,Ganderbal,,,,297446.0,158720.0,138726.0
Jammu Kashmir,Jammu,,,,1529958.0,813821.0,716137.0
Jammu Kashmir,Kathua,,,,616435.0,326109.0,290326.0
Jammu Kashmir,Kishtwar,,,,230696.0,120165.0,110531.0
Jammu Kashmir,Kulgam,,,,424483.0,217620.0,206863.0
Jammu Kashmir,Kupwara,,,,870354.0,474190.0,396164.0
Jammu Kashmir,Poonch,,,,,,
Jammu Kashmir,Pulwama,,,,560440.0,293064.0,267376.0
Jammu Kashmir,Rajouri,,,,642415.0,345351.0,297064.0
Jammu Kashmir,Ramban,,,,283713.0,149132.0,134581.0
Jammu Kashmir,Reasi,,,,314667.0,166461.0,148206.0
Jammu Kashmir,Samba,,,,318898.0,169124.0,149774.0
Jammu Kashmir,Shopian,,,,,,
Jammu Kashmir,Srinagar,,,,1236829.0,651124.0,585705.0
Jammu Kashmir,Udhampur,,,,554985.0,296784.0,258201.0
Jharkhand,Bokaro,4278259.0,2247819.0,2030440.0,2062330.0,1072807.0,989523.0
Jharkhand,Chatra,4278259.0,2247819.0,2030440.0,1042886.0,533935.0,508951.0
Jharkhand,Deoghar,4278259.0,2247819.0,2030440.0,1492073.0,775022.0,717051.0
Jharkhand,Dhanbad,4278259.0,2247819.0,2030440.0,2684487.0,1405956.0,1278531.0
Jharkhand,Dumka,4278259.0,2247819.0,2030440.0,1321442.0,668514.0,652928.0
Jharkhand,East Singhbhum,4278259.0,2247819.0,2030440.0,,,
Jharkhand,Garhwa,4278259.0,2247819.0,2030440.0,1322784.0,683575.0,639209.0
Jharkhand,Giridih,4278259.0,2247819.0,2030440.0,2445474.0,1258098.0,1187376.0
Jharkhand,Godda,4278259.0,2247819.0,2030440.0,1313551.0,677927.0,635624.0
Jharkhand,Gumla,4278259.0,2247819.0,2030440.0,1025213.0,514390.0,510823.0
Jharkhand,Hazaribagh,4278259.0,2247819.0,2030440.0,1734495.0,890881.0,843614.0
Jharkhand,Jamtara,4278259.0,2247819.0,2030440.0,791042.0,404830.0,386212.0
Jharkhand,Khunti,4278259.0,2247819.0,2030440.0,531885.0,266335.0,265550.0
Jharkhand,Koderma,4278259.0,2247819.0,2030440.0,,,
Jharkhand,Latehar,4278259.0,2247819.0,2030440.0,726978.0,369666.0,357312.0
Jharkhand,Lohardaga,4278259.0,2247819.0,2030440.0,461790.0,232629.0,229161.0
Jharkhand,Pakur,4278259.0,2247819.0,2030440.0,900422.0,452661.0,447761.0
Jharkhand,Palamu,4278259.0,2247819.0,2030440.0,1939869.0,1006302.0,933567.0
Jharkhand,Ramgarh,4278259.0,2247819.0,2030440.0,949443.0,494230.0,455213.0
Jharkhand,Ranchi,4278259.0,2247819.0,2030440.0,2914253.0,1494937.0,1419316.0
Jharkhand,Sahebganj,4278259.0,2247819.0,2030440.0,,,
Jharkhand,Seraikela Kharsawan,4278259.0,2247819.0,2030440.0,,,
Jharkhand,Simdega,4278259.0,2247819.0,2030440.0,599578.0,300309.0,299269.0
Jharkhand,West Singhbhum,4278259.0,2247819.0,2030440.0,,,
Karnataka,Bagalkot,15799896.0,8112840.0,7687056.0,1889752.0,950111.0,939641.0
Karnataka,Bangalore Rural,15799896.0,8112840.0,7687056.0,990923.0,509172.0,481751.0
Karnataka,Bangalore Urban,15799896.0,8112840.0,7687056.0,,,
Karnataka,Belgaum,15799896.0,8112840.0,7687056.0,4779661.0,2423063.0,2356598.0
Karnataka,Bellary,15799896.0,8112840.0,7687056.0,2452595.0,1236954.0,1215641.0
Karnataka,Bidar,15799896.0,8112840.0,7687056.0,1703300.0,870665.0,832635.0
Karnataka,Chamarajanagar,15799896.0,8112840.0,7687056.0,1020791.0,512231.0,508560.0
Karnataka,Chikkaballapur,15799896.0,8112840.0,7687056.0,,,
Karnataka,Chikkamagaluru,15799896.0,8112840.0,7687056.0,,,
Karnataka,Chitradurga,15799896.0,8112840.0,7687056.0,1659456.0,840843.0,818613.0
Karnataka,Dakshina Kannada,15799896.0,8112840.0,7687056.0,2089649.0,1034714.0,1054935.0
Karnataka,Davanagere,15799896.0,8112840.0,7687056.0,1945497.0,986400.0,959097.0
Karnataka,Dharwad,15799896.0,8112840.0,7687056.0,1847023.0,937206.0,909817.0
Karnataka,Gadag,15799896.0,8112840.0,7687056.0,1064570.0,537147.0,527423.0
Karnataka,Hassan,15799896.0,8112840.0,7687056.0,1776421.0,883667.0,892754.0
Karnataka,Haveri,15799896.0,8112840.0,7687056.0,1597668.0,819128.0,778540.0
Karnataka,Kalaburagi,15799896.0,8112840.0,7687056.0,,,
Karnataka,Kodagu,15799896.0,8112840.0,7687056.0,554519.0,274608.0,279911.0
Karnataka,Kolar,15799896.0,8112840.0,7687056.0,1536401.0,776396.0,760005.0
Karnataka,Koppal,15799896.0,8112840.0,7687056.0,1389920.0,699926.0,689994.0
Karnataka,Mandya,15799896.0,8112840.0,7687056.0,1805769.0,905085.0,900684.0
Karnataka,Mysore,15799896.0,8112840.0,7687056.0,3001127.0,1511600.0,1489527.0
Karnataka,Raichur,15799896.0,8112840.0,7687056.0,1928812.0,964511.0,964301.0
Karnataka,Ramanagara,15799896.0,8112840.0,7687056.0,1082636.0,548008.0,534628.0
Karnataka,Shimoga,15799896.0,8112840.0,7687056.0,1752753.0,877415.0,875338.0
Karnataka,Tumkur,15799896.0,8112840.0,7687056.0,2678980.0,1350594.0,1328386.0
Karnataka,Udupi,15799896.0,8112840.0,7687056.0,1177361.0,562131.0,615230.0
Karnataka,Uttara Kannada,15799896.0,8112840.0,7687056.0,1437169.0,726256.0,710913.0
Karnataka,Vijayanagara,15799896.0,8112840.0,7687056.0,,,
Karnataka,Vijayapura,15799896.0,8112840.0,7687056.0,,,
Karnataka,Yadgir,15799896.0,8112840.0,7687056.0,1174271.0,590329.0,583942.0
Kerala,Alappuzha,2755973.0,1335615.0,1420358.0,2127789.0,1013142.0,1114647.0
Kerala,Ernakulam,2755973.0,1335615.0,1420358.0,3282388.0,1619557.0,1662831.0
Kerala,Idukki,2755973.0,1335615.0,1420358.0,1108974.0,552808.0,556166.0
Kerala,Kannur,2755973.0,1335615.0,1420358.0,2523003.0,1181446.0,1341557.0
Kerala,Kasaragod,2755973.0,1335615.0,1420358.0,1307375.0,628613.0,678762.0
